species,set,number,year,rarity,notes,alt_asset_id,reason_flag,cause,detail
Tyrogue,HeartGold & SoulSilver,33/123,2010,Rare,,,unmatched_no_candidate,on_alt_xyz_not_in_feed,2010 Pokemon Heartgold Soulsilver Tyrogue R #33 | year 2010 | id 32964e2a-0525-4e28-85bb-c010754fccd4 | pop None
Ho-Oh,HeartGold & SoulSilver,111/123,2010,Rare Holo LEGEND,Ho-Oh LEGEND,,unmatched_no_candidate,not_found_by_name_search,2010 Pokemon Heartgold Soulsilver Hooh Legend #111; 2010 Pokemon Heartgold Soulsilver French Hooh Lege
Lanturn,Unleashed,18/95,2010,Rare,,,unmatched_no_candidate,on_alt_xyz_not_in_feed,2010 Pokemon Hs Unleashed French Lanturn #18 | year 2010 | id af9770b2-601e-4741-9b6f-188306cd4834 | pop None
Roserade,Unleashed,23/95,2010,Rare,,,unmatched_no_candidate,on_alt_xyz_not_in_feed,2010 Pokemon Hs Unleashed Roserade #23 | year 2010 | id 26504b73-c7e5-4b28-ac15-91adddd0822d | pop None
Suicune & Entei,Unleashed,94/95,2010,Rare Holo LEGEND,Suicune & Entei LEGEND,,unmatched_no_candidate,on_alt_xyz_in_our_feed,2010 Pokemon Heartgold and Soulsilver Unleashed Holo Entei/Suicune Legend #94 | year 2010 | id 9e1739b7-7776-4ca0-ba0b-6bbad8472581 | pop 913
Suicune & Entei,Unleashed,95/95,2010,Rare Holo LEGEND,Suicune & Entei LEGEND,,unmatched_no_candidate,on_alt_xyz_in_our_feed,2010 Pokemon Hs Unleashed Italian Holo Suicune & Entei Legend #95 | year 2010 | id 1a7d0708-6233-4a58-9396-6911356e8562 | pop 8
Tropius,Undaunted,22/90,2010,Rare,,,unmatched_no_candidate,on_alt_xyz_not_in_feed,2010 Pokemon Heartgold and Soulsilver Undaunted Tropius #22 | year 2010 | id 95965190-1574-4bcf-86e4-edd497da8af1 | pop None
Vespiquen,Undaunted,23/90,2010,Rare,,,unmatched_no_candidate,on_alt_xyz_not_in_feed,2010 Pokemon Heartgold and Soulsilver Undaunted Vespiquen #23 | year 2010 | id 7327f3d9-6f63-498b-b43e-e7302f2a9942 | pop None
Weavile,Undaunted,25/90,2010,Rare,,,unmatched_no_candidate,on_alt_xyz_not_in_feed,2010 Pokemon TCG Heartgold & Soulsilver Undaunted Weavile Reverse #25 | year 2010 | id 18302cda-0652-48fd-a8f5-1dec1cb9d061 | pop None
Kyogre & Groudon,Undaunted,87/90,2010,Rare Holo LEGEND,Kyogre & Groudon LEGEND,,unmatched_no_candidate,on_alt_xyz_not_in_feed,2010 Pokemon Heartgold and Soulsilver Undaunted Russian Holo Kyogre & Groudon Legend #87 | year 2010 | id 3439b575-2478-410a-8d89-0dabf80a699b | pop None
Kyogre & Groudon,Undaunted,88/90,2010,Rare Holo LEGEND,Kyogre & Groudon LEGEND,,unmatched_no_candidate,on_alt_xyz_not_in_feed,2010 Pokemon Heartgold and Soulsilver Undaunted Portuguese Holo Groudon Legend/Kyogre #88 | year 2010 | id a27af4f4-4c51-4a6a-bfc7-97e51f2b5644 | pop None
Rayquaza & Deoxys,Undaunted,89/90,2010,Rare Holo LEGEND,Rayquaza & Deoxys LEGEND,,unmatched_no_candidate,on_alt_xyz_in_our_feed,2010 Undaunted English Top Half Deoxys/Rayquaza #89 | year 2010 | id 56eb2f86-6b61-497c-907b-c9b7d329144a | pop 1137
Rayquaza & Deoxys,Undaunted,90/90,2010,Rare Holo LEGEND,Rayquaza & Deoxys LEGEND,,unmatched_no_candidate,on_alt_xyz_not_in_feed,2010 Pokemon Heartgold and Soulsilver Undaunted Russian Holo Rayquaza & Deoxys Legend #90 | year 2010 | id 023e2ad3-ec27-4617-adc8-d4f2ba055ddb | pop None
Carnivine,Triumphant,16/102,2010,Rare,,,unmatched_no_candidate,on_alt_xyz_not_in_feed,2010 Pokemon Hs Triumphant Carnivine #16 | year 2010 | id 2a614698-185e-4f5a-9366-7e44cc8505d3 | pop None
Dugtrio,Triumphant,19/102,2010,Rare,,,unmatched_no_candidate,on_alt_xyz_not_in_feed,2010 Pokemon Hs Triumphant Dugtrio #19 | year 2010 | id dee34da8-5e5b-423a-bb9b-56710b22afc3 | pop None
Grumpig,Triumphant,23/102,2010,Rare,,,unmatched_no_candidate,on_alt_xyz_not_in_feed,2010 Pokemon Hs Triumphant Grumpig #23 | year 2010 | id 7b00618b-2b80-4a94-8841-d4ad353f7bcb | pop None
Darkrai & Cresselia,Triumphant,99/102,2010,Rare Holo LEGEND,Darkrai & Cresselia LEGEND,,unmatched_no_candidate,on_alt_xyz_not_in_feed,2010 Pokemon Hs Triumphant Spanish Darkrai & Cresselia Legend #99 | year 2010 | id eb3ad347-6b92-4027-835c-1a87530c1396 | pop None
Darkrai & Cresselia,Triumphant,100/102,2010,Rare Holo LEGEND,Darkrai & Cresselia LEGEND,,unmatched_no_candidate,on_alt_xyz_in_our_feed,2010 Pokemon Hs Triumphant German Darkrai & Cresselia Legend #100 | year 2010 | id 9dedc3f2-ba84-4490-b4e8-7586d60f0e93 | pop 3
Palkia & Dialga,Triumphant,101/102,2010,Rare Holo LEGEND,Palkia & Dialga LEGEND,,unmatched_no_candidate,on_alt_xyz_in_our_feed,2010 Pokemon Hs Triumphant German Holo Palkia & Dialga Legend #101 | year 2010 | id 0c1b0a2d-37b7-4b76-a7d4-054b05ac37c6 | pop 1
Palkia & Dialga,Triumphant,102/102,2010,Rare Holo LEGEND,Palkia & Dialga LEGEND,,unmatched_no_candidate,on_alt_xyz_in_our_feed,2010 Pokemon Hs Triumphant Italian Holo Palkia & Dialga Legend #102 | year 2010 | id f80ccd61-3ddb-4159-8736-c8044da7ee5a | pop 5
Tyrogue,Call of Legends,36/95,2011,Rare,,,unmatched_no_candidate,on_alt_xyz_not_in_feed,2011 Pokemon Call of Legends Tyrogue #36 | year 2011 | id 2408a1ee-880c-419d-9ea2-b00ed2014ed8 | pop None
Buneary,Diamond & Pearl Black Star Promos,DP06,2007-2009,Promo,,,unmatched_no_candidate,on_alt_xyz_not_in_feed,2007 Pokemon Diamond and Pearl Black Star Promos Buneary/(Mysterious Treasures Two Pack Blisters) P #DP06 | year 2007 | id 67a66e2a-98d1-4fa9-91ed-464f62bc8535 | pop None
Chatot,Diamond & Pearl Black Star Promos,DP14,2007-2009,Promo,,,unmatched_no_candidate,on_alt_xyz_not_in_feed,2007 Pokemon Diamond and Pearl Black Star Promos Chatot/(Dp Value Pack 2) P #DP14 | year 2007 | id c568bcb2-c98d-4e07-a0b7-420d3fb676d2 | pop None
Regigigas,Diamond & Pearl Black Star Promos,DP40,2007-2009,Promo,,,unmatched_no_candidate,on_alt_xyz_not_in_feed,2007 Pokemon Diamond and Pearl Black Star Promos Regigigas?(Cosmos Holo)/(Regigigas Colossal Box) P #DP40 | year 2007 | id 380adbc5-e76c-4cdd-8c53-95ff693b867c | pop None
Toxicroak,Diamond & Pearl Black Star Promos,DP41,2007-2009,Promo,Toxicroak G,,unmatched_no_candidate,on_alt_xyz_not_in_feed,2009 Star Pokemon TCG Diamond & Pearl Black Promos Toxicroak (Tsubasa Nakamura)/(World Championship Deck - Crowned Tiger) #DP41 | year 2009 | id 66df5389-6e48-4d8d-9b5a-06d795d1f6d8 | pop None
Wobbuffet,HeartGold & SoulSilver Black Star Promos,HGSS04,2010-2011,Promo,,,unmatched_no_candidate,not_found_by_name_search,2010 Pokemon Heartgold and Soulsilver Black Star P; 2010 Pokemon Heartgold and Soulsilver Black Star P
Hoothoot,HeartGold & SoulSilver Black Star Promos,HGSS05,2010-2011,Promo,,,unmatched_no_candidate,not_found_by_name_search,2010 Pokemon Heartgold and Soulsilver Black Star P; 2010 Pokemon Heartgold and Soulsilver Black Star P
Feraligatr,HeartGold & SoulSilver Black Star Promos,HGSS07,2010-2011,Promo,,,unmatched_no_candidate,on_alt_xyz_not_in_feed,2010 Star Pokemon TCG Heartgold & Soulsilver Black Promos Feraligatr Cosmos/(Sping Collector's Tin) #HGSS07 | year 2010 | id 2ed1e612-ead0-4e23-bc9e-815db918a597 | pop None
Typhlosion,HeartGold & SoulSilver Black Star Promos,HGSS09,2010-2011,Promo,,,unmatched_no_candidate,on_alt_xyz_not_in_feed,2010 Star Pokemon TCG Heartgold & Soulsilver Black Promos Typhlosion Cosmos/(Sping Collector's Tin) #HGSS09 | year 2010 | id 8b5c0c08-3ef5-4a91-bbee-b60b569b25cc | pop None
Shuckle,HeartGold & SoulSilver Black Star Promos,HGSS15,2010-2011,Promo,,,unmatched_no_candidate,not_found_by_name_search,2010 Pokemon Heartgold and Soulsilver Black Star P; 2010 Pokemon Heartgold and Soulsilver Black Star P
Minun,HeartGold & SoulSilver Black Star Promos,HGSS17,2010-2011,Promo,,,unmatched_no_candidate,on_alt_xyz_not_in_feed,2010 Pokemon Heartgold and Soulsilver Black Star Promos Italian Minun Undaunted Blister P #HGSS17 | year 2010 | id 40a05803-622d-42c7-ac9f-d275a3a8b838 | pop None
Hitmonchan,HeartGold & SoulSilver Black Star Promos,HGSS24,2010-2011,Promo,,,unmatched_no_candidate,on_alt_xyz_not_in_feed,2010 Pokemon Heartgold and Soulsilver Black Star Promos Italian Hitmonchan Call of Legends Blister P #HGSS24 | year 2010 | id 6f89c190-5bcc-4e2b-81e9-03028d3c65b3 | pop None
Hitmonlee,HeartGold & SoulSilver Black Star Promos,HGSS25,2010-2011,Promo,,,unmatched_no_candidate,on_alt_xyz_not_in_feed,2010 Pokemon Heartgold and Soulsilver Black Star Promos Portuguese Hitmonlee Call of Legends Blister P #HGSS25 | year 2010 | id b751f3be-c9d9-4db9-8937-1bfd369e1747 | pop None
Lilligant,Black & White,10/114,2011,Rare,,,unmatched_no_candidate,on_alt_xyz_not_in_feed,2011 Pokemon Black and White Lilligant #10 | year 2011 | id 8a05dbad-5a69-401b-acdd-c784f460adc9 | pop None
Swanna,Black & White,37/114,2011,Rare,,,unmatched_no_candidate,on_alt_xyz_not_in_feed,2011 Pokemon Black and White Swanna #37 | year 2011 | id 2414873c-8a34-4d15-9747-e4b6a381d631 | pop None
Scolipede,Black & White,54/114,2011,Rare,,,unmatched_no_candidate,on_alt_xyz_not_in_feed,2011 Pokemon Black and White Scolipede #54 | year 2011 | id e43205e9-a412-4ecb-846c-0dd9da4cdb9e | pop None
Leavanny,Emerging Powers,7/98,2011,Rare,,,unmatched_no_candidate,on_alt_xyz_not_in_feed,2011 Pokemon Black and White Emerging Powers Leavanny #7 | year 2011 | id 26792201-c4e5-4984-ad6c-a57f72e952fd | pop None
Leavanny,Emerging Powers,8/98,2011,Rare,,,unmatched_no_candidate,on_alt_xyz_not_in_feed,2011 Pokemon Black and White Emerging Powers Leavanny #8 | year 2011 | id b2253f7f-135b-4a89-ba88-8883f8e560ba | pop None
Whimsicott,Emerging Powers,12/98,2011,Rare,,,unmatched_no_candidate,on_alt_xyz_not_in_feed,2011 Pokemon Black and White Emerging Powers Whimsicott #12 | year 2011 | id 900c4f89-d7b3-406b-a10b-e8bf2c650a06 | pop None
Sawsbuck,Emerging Powers,16/98,2011,Rare,,,unmatched_no_candidate,on_alt_xyz_not_in_feed,2011 Pokemon Black and White Emerging Powers Sawsbuck #16 | year 2011 | id 7fa9804b-d612-4f62-a106-f02397598833 | pop None
Simisear,Emerging Powers,19/98,2011,Rare,,,unmatched_no_candidate,on_alt_xyz_not_in_feed,2011 Pokemon Black and White Emerging Powers Simisear #19 | year 2011 | id b4ee0bc5-3ab7-4016-8cc5-d21a12d31b44 | pop None
Darmanitan,Emerging Powers,21/98,2011,Rare,,,unmatched_no_candidate,on_alt_xyz_not_in_feed,2011 Pokemon Black and White Emerging Powers Darmanitan #21 | year 2011 | id 621d14ed-7d4b-40c6-9357-edfd107c53c4 | pop None
Simipour,Emerging Powers,23/98,2011,Rare,,,unmatched_no_candidate,on_alt_xyz_not_in_feed,2011 Pokemon Black and White Emerging Powers Simipour #23 | year 2011 | id 128cdd7c-000f-4d55-85fb-dae4232793fc | pop None
Swanna,Emerging Powers,27/98,2011,Rare,,,unmatched_no_candidate,on_alt_xyz_not_in_feed,2011 Pokemon Black and White Emerging Powers Swanna #27 | year 2011 | id e03e4c0f-3699-427b-85f6-33980ef404b3 | pop None
Beartic,Emerging Powers,31/98,2011,Rare,,,unmatched_no_candidate,on_alt_xyz_not_in_feed,2011 Pokemon Black and White Emerging Powers Beartic #31 | year 2011 | id 5f50e6bc-e8c5-4c62-8771-01b3780ebe65 | pop None
Swoobat,Emerging Powers,37/98,2011,Rare,,,unmatched_no_candidate,on_alt_xyz_not_in_feed,2011 Pokemon Black and White Emerging Powers Swoobat #37 | year 2011 | id 140560bd-2ba9-481f-88e3-49d0c957a1d3 | pop None
Scolipede,Emerging Powers,40/98,2011,Rare,,,unmatched_no_candidate,on_alt_xyz_not_in_feed,2011 Pokemon Black and White Emerging Powers Scolipede #40 | year 2011 | id 886ddf60-8343-4806-9b17-c7ee6cab2a6a | pop None
Gothitelle,Emerging Powers,48/98,2011,Rare,,,unmatched_no_candidate,on_alt_xyz_not_in_feed,2011 Pokemon Black and White Emerging Powers Gothitelle #48 | year 2011 | id b1b07ab3-fc32-4cf2-84c9-b303f163a08b | pop None
Liepard,Emerging Powers,65/98,2011,Rare,,,unmatched_no_candidate,on_alt_xyz_not_in_feed,2011 Pokemon Black and White Emerging Powers Liepard #65 | year 2011 | id 8187321f-5790-4ba3-abb1-45e214626437 | pop None
Mandibuzz,Emerging Powers,69/98,2011,Rare,,,unmatched_no_candidate,on_alt_xyz_not_in_feed,2011 Pokemon Black and White Emerging Powers Mandibuzz #69 | year 2011 | id 24dcb919-fe90-4c9b-ad07-bedd050bbdd3 | pop None
Ferrothorn,Emerging Powers,72/98,2011,Rare,,,unmatched_no_candidate,on_alt_xyz_not_in_feed,2011 Pokemon Black and White Emerging Powers Ferrothorn #72 | year 2011 | id ebc5a114-7ac8-40cb-b71e-801c80e6653e | pop None
Braviary,Emerging Powers,88/98,2011,Rare Holo,,,unmatched_no_candidate,on_alt_xyz_not_in_feed,2011 Pokemon Black and White Emerging Powers Holo Braviary #88 | year 2011 | id 065a93cf-0789-4704-a7a8-3d983c9ad0e9 | pop None
Lilligant,Noble Victories,5/101,2011,Rare,,,unmatched_no_candidate,on_alt_xyz_not_in_feed,2011 Pokemon Black and White Noble Victories Lilligant #5 | year 2011 | id cc76c666-7c50-4100-9eee-ab74349de53a | pop None
Accelgor,Noble Victories,12/101,2011,Rare,,,unmatched_no_candidate,on_alt_xyz_not_in_feed,2011 Pokemon Black and White Noble Victories Accelgor #12 | year 2011 | id 7bacb552-7c38-48b1-b42b-48b988f92024 | pop None
Volcarona,Noble Victories,21/101,2011,Rare,,,unmatched_no_candidate,on_alt_xyz_not_in_feed,2011 Pokemon Black and White Noble Victories Volcarona #21 | year 2011 | id 5e05d700-d4c4-4e3b-b349-20a711c3a57c | pop None
Seismitoad,Noble Victories,24/101,2011,Rare,,,unmatched_no_candidate,on_alt_xyz_not_in_feed,2011 Pokemon Black and White Noble Victories Seismitoad #24 | year 2011 | id af43c67d-16a2-4b9f-8521-fa30f760780d | pop None
Carracosta,Noble Victories,26/101,2011,Rare,,,unmatched_no_candidate,on_alt_xyz_not_in_feed,2011 Pokemon Black and White Noble Victories Carracosta #26 | year 2011 | id 7235a79f-c0fd-4eeb-93b0-6ec04a7256bb | pop None
Vanilluxe,Noble Victories,29/101,2011,Rare,,,unmatched_no_candidate,on_alt_xyz_not_in_feed,2011 Pokemon Black and White Noble Victories Vanilluxe #29 | year 2011 | id e90f1316-7abd-4100-b82e-0d144e88ba8d | pop None
Cryogonal,Noble Victories,33/101,2011,Rare,,,unmatched_no_candidate,on_alt_xyz_not_in_feed,2011 Pokemon Black and White Noble Victories Cryogonal #33 | year 2011 | id aaef7a56-1691-4741-b8c7-5d9a04003319 | pop None
Zebstrika,Noble Victories,36/101,2011,Rare,,,unmatched_no_candidate,on_alt_xyz_not_in_feed,2011 Pokemon Black and White Noble Victories Zebstrika #36 | year 2011 | id 919a73d9-4264-4a6a-93ff-d2b71b383e68 | pop None
Cofagrigus,Noble Victories,47/101,2011,Rare,,,unmatched_no_candidate,on_alt_xyz_not_in_feed,2011 Pokemon Black and White Noble Victories Cofagrigus #47 | year 2011 | id 1828f619-2895-4264-adfc-bcb0e4ab5d22 | pop None
Reuniclus,Noble Victories,52/101,2011,Rare,,,unmatched_no_candidate,on_alt_xyz_not_in_feed,2011 Pokemon Black and White Noble Victories Reuniclus #52 | year 2011 | id 75873e75-f7a5-46ec-aedf-b506e852c979 | pop None
Reuniclus,Noble Victories,53/101,2011,Rare,,,unmatched_no_candidate,on_alt_xyz_not_in_feed,2011 Pokemon Black and White Noble Victories Reuniclus #53 | year 2011 | id f4778059-5584-4bdd-99b3-b5ba9524c7ab | pop None
Beheeyem,Noble Victories,56/101,2011,Rare,,,unmatched_no_candidate,on_alt_xyz_not_in_feed,2011 Pokemon Black and White Noble Victories Beheeyem #56 | year 2011 | id 39bd5f43-abff-4e6e-9677-f19fe26fb423 | pop None
Chandelure,Noble Victories,60/101,2011,Rare,,,unmatched_no_candidate,on_alt_xyz_not_in_feed,2011 Pokemon Black and White Noble Victories Chandelure #60 | year 2011 | id bb39b545-c159-4449-9166-b28a8ebd21b9 | pop None
Conkeldurr,Noble Victories,65/101,2011,Rare,,,unmatched_no_candidate,on_alt_xyz_not_in_feed,2011 Pokemon Black and White Noble Victories Conkeldurr #65 | year 2011 | id 0b613c8d-2b13-42e4-b1f2-3f589a2f53d5 | pop None
Golurk,Noble Victories,72/101,2011,Rare,,,unmatched_no_candidate,on_alt_xyz_not_in_feed,2011 Pokemon Black and White Noble Victories Golurk #72 | year 2011 | id bcee58f3-18cf-4d1b-a6e5-a2f815ad6ad6 | pop None
Escavalier,Noble Victories,80/101,2011,Rare,,,unmatched_no_candidate,on_alt_xyz_not_in_feed,2011 Pokemon Black and White Noble Victories Escavalier #80 | year 2011 | id 5b68043c-37ba-4ab6-b930-d14291f7c80a | pop None
Druddigon,Noble Victories,89/101,2011,Rare,,,unmatched_no_candidate,on_alt_xyz_not_in_feed,2011 Pokemon Black and White Noble Victories Druddigon #89 | year 2011 | id 641fb726-12fa-44ea-96a5-e135425d016e | pop None
Pinsir,Next Destinies,1/99,2012,Rare,,,unmatched_no_candidate,on_alt_xyz_not_in_feed,2012 Pokemon Black and White Next Destinies Pinsir #1 | year 2012 | id dd75c5b3-030c-4fba-bf66-dac012c5af16 | pop None
Simisage,Next Destinies,7/99,2012,Rare,,,unmatched_no_candidate,on_alt_xyz_not_in_feed,2012 Pokemon Black and White Next Destinies Simisage #7 | year 2012 | id fb9d52b9-767b-40e1-86b8-438a7f553138 | pop None
Amoonguss,Next Destinies,9/99,2012,Rare,,,unmatched_no_candidate,on_alt_xyz_not_in_feed,2012 Pokemon Black and White Next Destinies Amoonguss #9 | year 2012 | id 084a75cc-ed98-4c06-a772-656f6b3c857e | pop None
Simisear,Next Destinies,16/99,2012,Rare,,,unmatched_no_candidate,on_alt_xyz_not_in_feed,2012 Pokemon Black and White Next Destinies Simisear #16 | year 2012 | id f8c5362f-f2c5-47a5-aea6-70d58f359c75 | pop None
Simipour,Next Destinies,29/99,2012,Rare,,,unmatched_no_candidate,on_alt_xyz_not_in_feed,2012 Pokemon Black and White Next Destinies Simipour #29 | year 2012 | id f28055d8-e471-4af2-ad34-43c9ad9b07ce | pop None
Jellicent,Next Destinies,35/99,2012,Rare,,,unmatched_no_candidate,on_alt_xyz_not_in_feed,2012 Pokemon Black and White Next Destinies Jellicent #35 | year 2012 | id 0b86bf26-4e96-4a63-9b62-770712ada3c5 | pop None
Beartic,Next Destinies,37/99,2012,Rare,,,unmatched_no_candidate,on_alt_xyz_not_in_feed,2012 Pokemon Black and White Next Destinies Beartic #37 | year 2012 | id 907f5f6e-45ff-4b59-9956-fbf6161ca089 | pop None
Zebstrika,Next Destinies,48/99,2012,Rare,,,unmatched_no_candidate,on_alt_xyz_not_in_feed,2012 Pokemon Black and White Next Destinies Zebstrika #48 | year 2012 | id d31867e5-a67b-4802-8aba-05e5dc86499c | pop None
Muk,Next Destinies,53/99,2012,Rare,,,unmatched_no_candidate,on_alt_xyz_not_in_feed,2012 Pokemon Black and White Next Destinies Muk #53 | year 2012 | id 58879382-9e97-4a7c-82a3-9a91c9270955 | pop None
Musharna,Next Destinies,59/99,2012,Rare,,,unmatched_no_candidate,on_alt_xyz_not_in_feed,2012 Pokemon Black and White Next Destinies Musharna #59 | year 2012 | id ee235b0c-63a2-4dea-ad2b-6624e5b8501c | pop None
Beheeyem,Next Destinies,62/99,2012,Rare,,,unmatched_no_candidate,on_alt_xyz_not_in_feed,2012 Pokemon Black and White Next Destinies Beheeyem #62 | year 2012 | id 5772faf5-0e7e-42f9-a1bd-37e3bdc73372 | pop None
Shiftry,Next Destinies,72/99,2012,Rare,,,unmatched_no_candidate,on_alt_xyz_not_in_feed,2012 Pokemon Black and White Next Destinies Shiftry #72 | year 2012 | id 1fa33143-42bf-466d-9382-ba82b771a876 | pop None
Bronzong,Next Destinies,76/99,2012,Rare,,,unmatched_no_candidate,on_alt_xyz_not_in_feed,2012 Pokemon Black and White Next Destinies Bronzong #76 | year 2012 | id c1507b55-d126-4f23-9244-2bfcb5b5a65d | pop None
Wigglytuff,Next Destinies,79/99,2012,Rare,,,unmatched_no_candidate,on_alt_xyz_not_in_feed,2012 Pokemon Black and White Next Destinies Wigglytuff #79 | year 2012 | id a49fafca-1dd0-40fe-8bca-c72493257d04 | pop None
Heatmor,Dark Explorers,19/108,2012,Rare,,,unmatched_no_candidate,on_alt_xyz_not_in_feed,2012 Pokemon Black and White Dark Explorers Heatmor #19 | year 2012 | id 1a089259-7937-4664-97a5-881d3b6a2d3c | pop None
Swanna,Dark Explorers,36/108,2012,Rare,,,unmatched_no_candidate,on_alt_xyz_not_in_feed,2012 Pokemon Black and White Dark Explorers Swanna #36 | year 2012 | id e8a457f7-dc14-4536-988c-b398a26126d6 | pop None
Galvantula,Dark Explorers,43/108,2012,Rare,,,unmatched_no_candidate,on_alt_xyz_not_in_feed,2012 Pokemon Black and White Dark Explorers Galvantula #43 | year 2012 | id ac466a18-7170-4a93-b0bd-22accee5bdfa | pop None
Slowking,Dark Explorers,49/108,2012,Rare,,,unmatched_no_candidate,on_alt_xyz_not_in_feed,2012 Pokemon Black and White Dark Explorers Slowking #49 | year 2012 | id c7f1e1ef-84cf-49bb-97ee-134b7dc7c48f | pop None
Excadrill,Dark Explorers,56/108,2012,Rare,,,unmatched_no_candidate,on_alt_xyz_not_in_feed,2012 Pokemon Black and White Dark Explorers Excadrill #56 | year 2012 | id 67166257-3e29-4948-84aa-54f0e83ebe5d | pop None
Excadrill,Dark Explorers,57/108,2012,Rare,,,unmatched_no_candidate,on_alt_xyz_not_in_feed,2012 Pokemon Black and White Dark Explorers Excadrill #57 | year 2012 | id 66783ae8-f0af-45c5-8453-3347ff6a048c | pop None
Escavalier,Dark Explorers,74/108,2012,Rare,,,unmatched_no_candidate,on_alt_xyz_not_in_feed,2012 Pokemon Black and White Dark Explorers Escavalier #74 | year 2012 | id bfd16904-ada5-429b-b107-57f0c9d511cc | pop None
Bisharp,Dark Explorers,79/108,2012,Rare,,,unmatched_no_candidate,on_alt_xyz_not_in_feed,2012 Pokemon Black and White Dark Explorers Bisharp #79 | year 2012 | id 81c83fc5-05fa-4a83-a62d-547c91935a15 | pop None
Tornadus,Dark Explorers,90/108,2012,Rare Holo ex,card name Tornadus-EX,,unmatched_no_candidate,on_alt_xyz_not_in_feed,2012 Pokemon Black and White Dark Explorers Tornadus Ex #90 | year 2012 | id 4839dff5-b630-4828-be38-7bf6e3457b29 | pop None
Whimsicott,Boundaries Crossed,15/149,2012,Rare,,,unmatched_no_candidate,on_alt_xyz_not_in_feed,2012 Pokemon Black and White Boundaries Crossed Whimsicott #15 | year 2012 | id 806cfd05-9006-4271-8db4-ddc522b6d82c | pop None
Jellicent,Boundaries Crossed,45/149,2012,Rare,,,unmatched_no_candidate,on_alt_xyz_not_in_feed,2012 Pokemon Black and White Boundaries Crossed Jellicent #45 | year 2012 | id 973ee791-6b3d-4d04-bde1-0d50b2b946e6 | pop None
Toxicroak,Boundaries Crossed,66/149,2012,Rare,,,unmatched_no_candidate,on_alt_xyz_not_in_feed,2012 Pokemon Black and White Boundaries Crossed Toxicroak #66 | year 2012 | id f599a123-5ba5-4238-ba14-d24675363b23 | pop None
Swoobat,Boundaries Crossed,71/149,2012,Rare,,,unmatched_no_candidate,on_alt_xyz_not_in_feed,2012 Pokemon Black and White Boundaries Crossed Swoobat #71 | year 2012 | id 1843af5f-fb57-4599-bc21-6380c663eebf | pop None
Unfezant,Boundaries Crossed,125/149,2012,Rare,,,unmatched_no_candidate,on_alt_xyz_not_in_feed,2012 Pokemon Black and White Boundaries Crossed Unfezant #125 | year 2012 | id 25b2e6e1-c93e-4c2b-a1d0-cc86b9360f22 | pop None
Audino,Boundaries Crossed,126/149,2012,Rare,,,unmatched_no_candidate,on_alt_xyz_not_in_feed,2012 Pokemon Black and White Boundaries Crossed Audino #126 | year 2012 | id 2bf22282-0ca0-4160-8c65-a62092180130 | pop None
Watchog,Plasma Storm,113/135,2013,Rare,,,unmatched_no_candidate,on_alt_xyz_not_in_feed,2013 Pokemon Black and White Plasma Storm Watchog #113 | year 2013 | id 577b571d-3fb2-4369-9625-8b0b5d54725d | pop None
Cacturne,Plasma Freeze,10/116,2013,Rare,,,unmatched_no_candidate,on_alt_xyz_not_in_feed,2013 Pokemon Black and White Plasma Freeze Cacturne #10 | year 2013 | id 27b32c49-b2fc-4ac2-ab2a-c3f340ca6bc7 | pop None
Hariyama,Plasma Freeze,63/116,2013,Rare,,,unmatched_no_candidate,on_alt_xyz_not_in_feed,2013 Pokemon Black and White Plasma Freeze Hariyama #63 | year 2013 | id 47554ef1-2c60-44d6-93cf-6bf529b4eb42 | pop None
Cradily,Plasma Blast,4/101,2013,Rare,,,unmatched_no_candidate,on_alt_xyz_not_in_feed,2013 Pokemon Black and White Plasma Blast Cradily #4 | year 2013 | id 6e030012-6162-49c9-96da-ce2e6baff9ec | pop None
Volcarona,Plasma Blast,13/101,2013,Rare,,,unmatched_no_candidate,on_alt_xyz_not_in_feed,2013 Pokemon Black and White Plasma Blast Volcarona #13 | year 2013 | id 01cd9c93-6975-40b8-ac44-3a8ac95bbac2 | pop None
Froslass,Plasma Blast,23/101,2013,Rare,,,unmatched_no_candidate,on_alt_xyz_not_in_feed,2013 Pokemon Black and White Plasma Blast Froslass #23 | year 2013 | id bc81ddf9-d971-4d59-ad2c-858d0605b186 | pop None
Drifblim,Plasma Blast,35/101,2013,Rare,,,unmatched_no_candidate,on_alt_xyz_not_in_feed,2013 Pokemon Black and White Plasma Blast Drifblim #35 | year 2013 | id 39a2bd76-c2b4-40b6-8ebb-f658d7955bb6 | pop None
Uxie,Plasma Blast,36/101,2013,Rare,,,unmatched_no_candidate,on_alt_xyz_not_in_feed,2013 Pokemon Black and White Plasma Blast Uxie #36 | year 2013 | id b40c4f4d-8534-47b0-93b9-456c1879c7af | pop None
Archeops,Plasma Blast,54/101,2013,Rare Holo,,,unmatched_no_candidate,on_alt_xyz_not_in_feed,2013 Pokemon Black and White Plasma Blast Holo Archeops #54 | year 2013 | id 1e542af1-0f53-4207-bb6f-d31444674cfb | pop None
Leavanny,Legendary Treasures,12/113,2013,Rare Holo,,,unmatched_no_candidate,on_alt_xyz_not_in_feed,2013 Pokemon Black and White Legendary Treasures Holo Leavanny #12 | year 2013 | id f5f7c8c0-bd78-47ae-be69-b6822d67e41b | pop None
