input,asset_id,card_name,alt_url,alt_public_url,year,set,card_number,subject,variety,grading_company,grade,pop_at_grade,company_total_pop,index_total_pop,index_transaction_count,num_sales,last_sale_price,last_sale_date,last_sale_source,avg_last_3_sales,highest_sale,lowest_sale,scraped_at,listing_source,listing_grade,listing_grading_company,listing_price,listing_url,clean_last_sale_price,clean_last_sale_date,clean_last_sale_source,outliers_excluded,price_chg_30d_pct,price_chg_90d_pct,price_chg_1y_pct,mkt_cap_chg_30d_pct,volume_30d,volume_90d,volume_1y,pop_30d_ago,pop_chg_30d,median_last_3,sales_first_date,sales_total,history_days
asset:49a69b7d-13a7-451b-b696-85529f12142b,49a69b7d-13a7-451b-b696-85529f12142b,2012 Pokemon Black and White Dragons Exalted German Giratina Ex #124,https://alt.xyz/research/49a69b7d-13a7-451b-b696-85529f12142b,,2012,Pokemon Black and White Dragons Exalted,124,Giratina Ex,German,PSA,10.0,,,1,,0,,,,,,,2026-09-13T13:39:11,,,,,,,,,0,,,,,0,0,0,,,,,0,0
asset:49a704ae-e215-4a56-ae80-a9d62671be44,49a704ae-e215-4a56-ae80-a9d62671be44,2024 Pokemon Scarlet and Violet 151 Promo Costco Mini Tin 5 Pack Reverse Cosmos Holo Bulbasaur #001,https://alt.xyz/research/49a704ae-e215-4a56-ae80-a9d62671be44,https://alt.xyz/itm/f9aab9c5-9659-4e18-8a76-216ed8b6d363/external,2024,Pokemon Scarlet and Violet 151 Promo,001,Bulbasaur,Costco Mini Tin 5 Pack Reverse Cosmos Holo,PSA,10.0,220,755,2550,,73,123.55,2026-09-10,eBay,113.01,125.0,17.61,2026-09-12T09:53:17,,,,,,123.55,2026-09-10,eBay,0,20.11,36.42,156.98,,2,5,29,,,110.5,2024-12-19,72,1
asset:49a97156-6f0c-4146-b920-3460d65a48d2,49a97156-6f0c-4146-b920-3460d65a48d2,2021 Pokemon Mcdonald's Collection Confetti Holo Chikorita #2,https://alt.xyz/research/49a97156-6f0c-4146-b920-3460d65a48d2,https://alt.xyz/itm/6d5233bd-7f4d-4e48-8e8b-a977b0cda3b2/external,2021,Pokemon Mcdonald's Collection,2,Chikorita,Confetti Holo,PSA,10.0,63,161,,,19,252.0,2026-07-26,eBay,266.98,349.95,9.99,2026-09-10T22:36:30,,,,,,199,2026-05-12,eBay,2,,,563.33,,0,0,3,,,199,2022-06-21,17,1
asset:49ab40ee-4121-4523-86f3-831fe9968391,49ab40ee-4121-4523-86f3-831fe9968391,1996 Base Japanese Gyarados #130,https://alt.xyz/research/49ab40ee-4121-4523-86f3-831fe9968391,,1996,Base Japanese,130,Gyarados,,PSA,10.0,,,13,,0,,,,,,,2026-09-13T12:02:26,,,,,,,,,0,,,,,0,0,0,,,,,0,0
asset:49abbc3e-106e-4d1a-8936-95d8f6f45f52,49abbc3e-106e-4d1a-8936-95d8f6f45f52,2000 Pokemon Neo Genesis Bayleef #29,https://alt.xyz/research/49abbc3e-106e-4d1a-8936-95d8f6f45f52,,2000,Pokemon Neo Genesis,29,Bayleef,,PSA,10.0,18,85,,,12,124.8,2026-08-20,Alt,92.49,124.8,21.5,2026-09-10T23:05:22,,,,,,124.8,2026-08-20,Alt,0,,,63.5,,1,1,1,,,124.8,2022-03-08,12,1
asset:49acd92a-ada3-4458-b6a9-76d719d27195,49acd92a-ada3-4458-b6a9-76d719d27195,2015 Pokemon XY Roaring Skies Italian Reverse Holo Mega Rayquaza Ex #76,https://alt.xyz/research/49acd92a-ada3-4458-b6a9-76d719d27195,,2015,Pokemon XY Roaring Skies,76,Mega Rayquaza Ex,Italian Reverse Holo,PSA,10.0,,,1,,0,,,,,,,2026-09-13T14:27:15,,,,,,,,,0,,,,,0,0,0,,,,,0,0
asset:49adade2-150d-445b-9e0d-a588d8366a9a,49adade2-150d-445b-9e0d-a588d8366a9a,2025 Pokemon White Flare Illustration Rare Boldore #128,https://alt.xyz/research/49adade2-150d-445b-9e0d-a588d8366a9a,https://alt.xyz/itm/c2f75797-102a-47e4-959c-cc86fc2d9c3c/external,2025,Pokemon White Flare,128,Boldore,Illustration Rare,PSA,10.0,53,252,,,17,225.0,2026-09-01,eBay,219.07,225.0,55.61,2026-09-10T22:56:25,,,,,,225,2026-09-01,eBay,0,8.3,104.29,,,1,2,17,,,224.72,2025-10-11,17,1
asset:49ae4719-a962-4a0b-9697-fbf42ba7aadb,49ae4719-a962-4a0b-9697-fbf42ba7aadb,2024 Pokemon TCG Sword & Shield Display Set Gift Box V.2 Simplified Chinese Spiritomb #009,https://alt.xyz/research/49ae4719-a962-4a0b-9697-fbf42ba7aadb,https://alt.xyz/itm/4a1ff58a-d3b7-4e76-8c13-13b54f8729e2/external,2024,Pokemon TCG Sword & Shield Display Set Gift Box V.2 Simplified Chinese,009,Spiritomb,,PSA,10.0,7,8,,,1,50.0,2026-04-27,eBay,50.0,50.0,50.0,2026-09-11T00:32:33,,,,,,50,2026-04-27,eBay,0,,,,,0,0,1,,,50,2026-04-27,1,1
asset:49b15ffc-9f85-4fa4-b1ae-9f4cf5911c26,49b15ffc-9f85-4fa4-b1ae-9f4cf5911c26,2004 Pokemon Pop Series 1 Holo Tyranitar Ex #17,https://alt.xyz/research/49b15ffc-9f85-4fa4-b1ae-9f4cf5911c26,,2004,Pokemon Pop Series 1,17,Tyranitar Ex,Holo,PSA,10.0,8,1970,2428,,4,10555.0,2025-04-20,eBay,9905.0,10555.0,2000.0,2026-09-12T09:53:51,,,,,,10555,2025-04-20,eBay,0,,,,,0,0,0,,,,2021-03-15,4,1
asset:49b639a4-2ee9-4e72-919f-519333e9c04a,49b639a4-2ee9-4e72-919f-519333e9c04a,2018 Pokemon Japanese Sm Promo Pokemon Card Gym Jolteon #299,https://alt.xyz/research/49b639a4-2ee9-4e72-919f-519333e9c04a,https://alt.xyz/itm/48cd84fb-2440-4539-ab88-2b21fa88a24f/external,2018,Pokemon Japanese Sm Promo,299,Jolteon,Pokemon Card Gym,PSA,10.0,84,148,257,,20,78.36,2026-07-11,CardHobby,71.12,124.95,23.73,2026-09-13T04:04:46,,,,,,78.36,2026-07-11,CardHobby,0,,27.82,87.57,,0,1,8,,,76.68,2022-04-10,20,1
asset:49b72a6b-80af-4732-8368-ed93f5bf5c0c,49b72a6b-80af-4732-8368-ed93f5bf5c0c,2018 Pokemon Sun and Moon Lost Thunder Reverse Holo Dedenne #142,https://alt.xyz/research/49b72a6b-80af-4732-8368-ed93f5bf5c0c,,2018,Pokemon Sun and Moon Lost Thunder,142,Dedenne,Reverse Holo,PSA,10.0,1,2,,,1,26.5,2021-12-21,eBay,26.5,26.5,26.5,2026-09-11T01:09:36,,,,,,26.5,2021-12-21,eBay,0,,,,,0,0,0,,,,2021-12-21,1,1
asset:49b78e0a-7a0f-4e2e-a4aa-ca9bb840792f,49b78e0a-7a0f-4e2e-a4aa-ca9bb840792f,2022 Pokemon Go Squirtle #15,https://alt.xyz/research/49b78e0a-7a0f-4e2e-a4aa-ca9bb840792f,,2022,Pokemon Go,15,Squirtle,,PSA,10.0,64,153,398,,29,129.99,2026-08-10,eBay,71.66,129.99,18.0,2026-09-13T17:31:15,,,,,,129.99,2026-08-10,eBay,0,,21.04,84.71,,0,5,7,,,65,2023-08-31,28,1
asset:49b793a0-4a73-4d0c-8ffc-ea2b21715de6,49b793a0-4a73-4d0c-8ffc-ea2b21715de6,2000 Pokemon Gym Challenge 1st Edition Transparent Walls #125,https://alt.xyz/research/49b793a0-4a73-4d0c-8ffc-ea2b21715de6,https://alt.xyz/itm/cfaacd37-20f6-4ef6-9679-e12c80c62ba7/external,2000,Pokemon Gym Challenge,125,Transparent Walls,1st Edition,PSA,10.0,100,241,,,38,199.99,2026-08-11,eBay,124.66,204.99,21.0,2026-09-10T22:54:58,,,,,,199.99,2026-08-11,eBay,1,,0,68,,0,2,8,,,100.8,2021-04-28,37,1
asset:49b9f62c-4ddc-42cb-9090-3dfa205de683,49b9f62c-4ddc-42cb-9090-3dfa205de683,2009 Pokemon Platinum German Blastoise #2,https://alt.xyz/research/49b9f62c-4ddc-42cb-9090-3dfa205de683,,2009,Pokemon Platinum,2,Blastoise,German,PSA,10.0,,,2,,0,,,,,,,2026-09-13T12:34:12,,,,,,,,,0,,,,,0,0,0,,,,,0,0
asset:49bb9f04-761f-4a1a-8bbb-a296353438e9,49bb9f04-761f-4a1a-8bbb-a296353438e9,1999 Pokemon Gym 2: Challenge From the Darkness Japanese Tickling Machine,https://alt.xyz/research/49bb9f04-761f-4a1a-8bbb-a296353438e9,https://alt.xyz/itm/ea574428-c62a-4726-9a83-c99fe0db9e77/external,1999,Pokemon Gym 2: Challenge From the Darkness,,Tickling Machine,Japanese,PSA,10.0,23,91,,,8,99.19,2026-09-05,eBay,90.73,255.0,32.4,2026-09-10T23:18:53,,,,,,99.19,2026-09-05,eBay,0,-20.89,-60.88,,,3,5,7,,,89,2025-03-16,8,1
asset:49bbec6a-710b-477c-9650-d5025e95c080,49bbec6a-710b-477c-9650-d5025e95c080,2001 Pokemon Expedition Japanese Holo Caterpie #3,https://alt.xyz/research/49bbec6a-710b-477c-9650-d5025e95c080,https://alt.xyz/itm/1e62301d-0819-4997-9430-96fdb74d9de2/external,2001,Pokemon Expedition,3,Caterpie,Japanese Holo,PSA,10.0,123,205,,,35,279.99,2026-09-01,eBay,215.16,279.99,15.17,2026-09-10T22:56:50,,,,,,279.99,2026-09-01,eBay,0,38.03,97.67,501.43,,3,7,13,,,210.5,2023-01-29,35,1
asset:49bc3a56-e798-479e-b04e-42543b8862a1,49bc3a56-e798-479e-b04e-42543b8862a1,2023 Pokemon Scarlet and Violet 151 Promo Poke Post Pop Up Experience Pikachu #25,https://alt.xyz/research/49bc3a56-e798-479e-b04e-42543b8862a1,https://alt.xyz/itm/436104f1-295a-439d-9fdd-355af217e9dc/external,2023,Pokemon Scarlet and Violet 151 Promo,25,Pikachu,Poke Post Pop Up Experience,PSA,10.0,300,1969,2166,,87,450.0,2026-08-28,PWCC Fixed Price,616.67,1100.0,53.32,2026-09-12T09:55:27,,,,,,450,2026-08-28,PWCC Fixed Price,0,92.95,-36.36,129.51,,3,8,23,,,700,2024-01-19,85,1
asset:49c04be9-cda4-471c-8755-cbc7fd0174a6,49c04be9-cda4-471c-8755-cbc7fd0174a6,2017 Pokemon Sun and Moon Shining Legends Japanese Palkia #25,https://alt.xyz/research/49c04be9-cda4-471c-8755-cbc7fd0174a6,https://alt.xyz/itm/93c8fd25-1a8c-4b01-a286-f6becb757dce/external,2017,Pokemon Sun and Moon Shining Legends Japanese,25,Palkia,,PSA,10.0,20,23,48,,6,45.0,2026-09-04,eBay,71.47,124.4,22.8,2026-09-13T11:45:21,,,,,,45,2026-09-04,eBay,0,-63.83,-63.83,-18.18,,2,2,3,,,45,2023-12-17,6,1
asset:49c0542c-f5d0-493d-bb60-265ff08be00c,49c0542c-f5d0-493d-bb60-265ff08be00c,2017 Best Pokemon the of XY Pikachu #29,https://alt.xyz/research/49c0542c-f5d0-493d-bb60-265ff08be00c,https://alt.xyz/itm/734005ed-c03d-451b-b16c-88528070c720/external,2017,Best,29,Pikachu,Pokemon the  of XY,PSA,10.0,177,452,576,,44,1425.0,2026-08-19,eBay,1524.67,2244.95,86.0,2026-09-12T13:03:17,,,,,,1425,2026-08-19,eBay,1,1.21,1.64,416.67,,2,3,12,,,1550,2023-02-12,43,1
asset:49c05a77-8393-420d-b0ca-1fd881d2fe44,49c05a77-8393-420d-b0ca-1fd881d2fe44,2026 Pokemon TCG Mega Evolution Perfect Order Skarmory Ex #106,https://alt.xyz/research/49c05a77-8393-420d-b0ca-1fd881d2fe44,https://alt.xyz/itm/87c7f999-1426-4c9c-b244-e1d89e78b569/external,2026,Pokemon TCG Mega Evolution Perfect Order,106,Skarmory Ex,,PSA,10.0,184,281,,,22,60.0,2026-09-06,eBay,53.0,140.0,39.0,2026-09-10T22:50:25,,,,,,60,2026-09-06,eBay,0,-3.23,,,,8,22,22,,,60,2026-06-16,22,1
asset:49c5a593-f1d6-4497-9d33-04f84e071d16,49c5a593-f1d6-4497-9d33-04f84e071d16,2016 Pokemon XY Evolutions Psychic Energy #95,https://alt.xyz/research/49c5a593-f1d6-4497-9d33-04f84e071d16,,2016,Pokemon XY Evolutions,95,Psychic Energy,,PSA,10.0,12,38,,,5,255.0,2025-12-13,eBay,148.83,255.0,24.0,2026-09-11T00:07:27,,,,,,255,2025-12-13,eBay,0,,,,,0,0,1,,,,2023-06-16,5,1
asset:49c5fa52-ec2b-48b2-9bad-6a0ae7738385,49c5fa52-ec2b-48b2-9bad-6a0ae7738385,2015 Ancient Origins English Ampharos Ex #87,https://alt.xyz/research/49c5fa52-ec2b-48b2-9bad-6a0ae7738385,https://alt.xyz/itm/ec7f8350-d79c-4027-a880-3ff4e2c7e007/external,2015,Ancient Origins,87,Ampharos Ex,English,PSA,10.0,91,522,,,43,2000.69,2026-08-23,eBay,1766.9,2000.69,77.0,2026-09-10T22:39:11,,,,,,2000.69,2026-08-23,eBay,0,16.13,5.88,300,,2,5,18,,,1800,2021-04-18,43,1
asset:49c75942-45fa-4d39-99be-5bb76b872f61,49c75942-45fa-4d39-99be-5bb76b872f61,2002 Pokemon Expedition German Dratini #107,https://alt.xyz/research/49c75942-45fa-4d39-99be-5bb76b872f61,,2002,Pokemon Expedition,107,Dratini,German,PSA,10.0,1,2,,,1,210.62,2026-08-30,eBay,210.62,210.62,210.62,2026-09-11T01:09:43,,,,,,210.62,2026-08-30,eBay,0,,,,,1,1,1,,,210.62,2026-08-30,1,1
asset:49c87d3a-fa69-4236-bee4-dce5f925ec18,49c87d3a-fa69-4236-bee4-dce5f925ec18,2004 Pokemon Ex Team Rocket Returns Reverse Holo Houndour #60,https://alt.xyz/research/49c87d3a-fa69-4236-bee4-dce5f925ec18,https://alt.xyz/itm/6328ea36-7512-492a-ad41-d87be3384fe3/external,2004,Pokemon Ex Team Rocket Returns,60,Houndour,Reverse Holo,PSA,10.0,31,220,,,29,4100.0,2026-09-09,eBay,2689.0,4100.0,129.6,2026-09-10T23:01:07,,,,,,1527,2026-05-03,eBay,2,,,495.18,,0,0,8,,,1527,2022-06-24,27,1
asset:49c8a9ba-0aa8-4e7e-8a9b-c43ffed7f914,49c8a9ba-0aa8-4e7e-8a9b-c43ffed7f914,2024 Pokemon Super Electric Breaker Japanese Super Rare Holo Palossand Ex #123,https://alt.xyz/research/49c8a9ba-0aa8-4e7e-8a9b-c43ffed7f914,https://alt.xyz/itm/fa1587d5-601b-49a3-a65d-646266480562/external,2024,Pokemon Super Electric Breaker Japanese,123,Palossand Ex,Super Rare Holo,PSA,10.0,301,339,,,28,45.0,2026-08-05,eBay,29.17,48.87,9.0,2026-09-10T22:33:36,,,,,,45,2026-08-05,eBay,0,,-33.78,-2.13,,0,4,9,,,22.51,2024-12-15,28,1
asset:49c91dba-9d6d-4f4d-8949-d577c427e6af,49c91dba-9d6d-4f4d-8949-d577c427e6af,2014 Pokemon Gaia Volcano 1st Edition Japanese Treecko #3,https://alt.xyz/research/49c91dba-9d6d-4f4d-8949-d577c427e6af,https://alt.xyz/itm/05795b6c-a3d2-46cf-9436-74b287776734/external,2014,Pokemon Gaia Volcano 1st Edition Japanese,3,Treecko,,PSA,10.0,13,15,,,3,81.0,2026-08-30,eBay,130.83,206.0,81.0,2026-09-11T00:22:34,,,,,,81,2026-08-30,eBay,0,-48.79,-48.79,,,2,2,3,,,105.5,2026-04-02,3,1
asset:49c94d33-f4f9-4b2a-8695-5618a9b82a17,49c94d33-f4f9-4b2a-8695-5618a9b82a17,2008 Pokemon Diamond and Pearl Great Encounters Koffing #74,https://alt.xyz/research/49c94d33-f4f9-4b2a-8695-5618a9b82a17,,2008,Pokemon Diamond and Pearl Great Encounters,74,Koffing,,PSA,10.0,5,11,,,1,119.99,2025-05-10,eBay,119.99,119.99,119.99,2026-09-11T00:01:08,,,,,,119.99,2025-05-10,eBay,0,,,,,0,0,0,,,,2025-05-10,1,1
asset:49cbee88-3400-4cce-84bd-d8b47e61c927,49cbee88-3400-4cce-84bd-d8b47e61c927,1999 Pokemon Intro Pack Squirtle Deck Japanese Growlithe #56,https://alt.xyz/research/49cbee88-3400-4cce-84bd-d8b47e61c927,https://alt.xyz/itm/0eac14a3-fa92-45bb-9ca5-5d84d26df6d0/external,1999,Pokemon Intro Pack Squirtle Deck Japanese,56,Growlithe,,PSA,10.0,23,127,,,9,60.0,2025-11-20,eBay,34.83,179.99,14.5,2026-09-10T23:21:22,,,,,,60,2025-11-20,eBay,0,,,,,0,0,1,,,,2022-10-22,9,1
asset:49cea1c4-2668-4027-8766-2ec6a81b2b0c,49cea1c4-2668-4027-8766-2ec6a81b2b0c,2016 Pokemon XY 20th Anniversary Collection Japanese Porygon #69,https://alt.xyz/research/49cea1c4-2668-4027-8766-2ec6a81b2b0c,https://alt.xyz/itm/46b34940-fc19-40cc-b19d-78526d750cba/external,2016,Pokemon XY 20th Anniversary Collection,69,Porygon,Japanese,PSA,10.0,54,65,,,5,125.0,2026-07-23,eBay,72.88,125.0,13.63,2026-09-10T23:47:35,,,,,,125,2026-07-23,eBay,0,,56.25,,,0,1,2,,,125,2021-12-12,5,1
asset:49d0c074-b784-48e1-9681-c55bbaa4c2ee,49d0c074-b784-48e1-9681-c55bbaa4c2ee,2000 Pokemon Chrome Haunter #93,https://alt.xyz/research/49d0c074-b784-48e1-9681-c55bbaa4c2ee,,2000,Pokemon Chrome,93,Haunter,,PSA,10.0,57,155,,,34,575.0,2026-09-08,eBay,511.33,575.0,63.0,2026-09-10T23:20:45,,,,,,484,2026-05-11,eBay,1,,,226.46,,0,0,8,,,475,2022-05-25,33,1
asset:49d15835-8da9-4960-a577-2e534d955a6d,49d15835-8da9-4960-a577-2e534d955a6d,2021 Pokemon Celebrations Zacian V #16,https://alt.xyz/research/49d15835-8da9-4960-a577-2e534d955a6d,https://alt.xyz/itm/3f51756a-2c30-4cb7-b445-64bd6f167915/external,2021,Pokemon Celebrations,16,Zacian V,,PSA,10.0,504,1124,,,177,55.0,2026-09-04,eBay,60.0,255.0,7.5,2026-09-10T22:05:42,,,,,,55,2026-09-04,eBay,0,-6.78,27.31,120,,5,12,54,,,55,2021-12-19,169,1
asset:49d1f981-2c72-4c0b-a2f3-5154ecc71172,49d1f981-2c72-4c0b-a2f3-5154ecc71172,2026 Star Pokemon TCG Mega Evolution Black Promos French Mega Lucario Ex/(Premium Poster Collection) #033,https://alt.xyz/research/49d1f981-2c72-4c0b-a2f3-5154ecc71172,,2026,Star,033,Mega Lucario Ex/(Premium Poster Collection),Pokemon TCG Mega Evolution Black  Promos French,PSA,10.0,,,1,,0,,,,,,,2026-09-13T16:36:37,,,,,,,,,0,,,,,0,0,0,,,,,0,0
asset:49d3b509-2025-40f8-b188-c319fcb735ee,49d3b509-2025-40f8-b188-c319fcb735ee,2002 Pokemon Expedition Ekans #108,https://alt.xyz/research/49d3b509-2025-40f8-b188-c319fcb735ee,,2002,Pokemon Expedition,108,Ekans,,PSA,10.0,33,93,,,17,92.0,2026-08-15,eBay,95.43,97.62,19.5,2026-09-10T23:06:25,,,,,,92,2026-08-15,eBay,0,0,3.59,302.75,,1,2,5,,,96.66,2021-03-09,17,1
asset:49d5efe3-3e58-4045-b3d2-729c93462a4a,49d5efe3-3e58-4045-b3d2-729c93462a4a,2011 Pokemon Dark Rush 1st Edition Japanese Holo Raikou Ex #25,https://alt.xyz/research/49d5efe3-3e58-4045-b3d2-729c93462a4a,https://alt.xyz/itm/886c7010-92a1-419b-bb0c-0caa108439d3/external,2011,Pokemon Dark Rush 1st Edition Japanese,25,Raikou Ex,Holo,PSA,10.0,126,210,257,,45,250.0,2026-09-01,eBay,197.6,307.0,30.67,2026-09-13T04:04:45,,,,,,250,2026-09-01,eBay,0,42.25,56.64,205.77,,4,7,19,,,174.26,2021-12-27,45,1
asset:49d6be6d-62ee-4880-9a6b-f08e1a8cf673,49d6be6d-62ee-4880-9a6b-f08e1a8cf673,2000 Pokemon Gym Challenge 1st Edition Blaine #100,https://alt.xyz/research/49d6be6d-62ee-4880-9a6b-f08e1a8cf673,https://alt.xyz/itm/e9f138e1-3645-4e26-be7a-74f7621b04c2/external,2000,Pokemon Gym Challenge,100,Blaine,1st Edition,PSA,10.0,84,271,,,49,216.0,2026-07-16,Alt,330.27,500.0,23.5,2026-09-10T22:54:42,,,,,,216,2026-07-16,Alt,1,,22.7,145.52,,0,1,4,,,245.4,2021-06-20,48,1
asset:49d6f0f3-880e-460e-b50b-baa63e4964be,49d6f0f3-880e-460e-b50b-baa63e4964be,2023 Scarlet & Violet - Sv1en - English Spiritomb #129,https://alt.xyz/research/49d6f0f3-880e-460e-b50b-baa63e4964be,,2023,Scarlet & Violet - Sv1en - English,129,Spiritomb,,PSA,10.0,1,3,,,0,,,,,,,2026-09-11T00:50:50,,,,,,,,,0,,,,,0,0,0,,,,,0,1
asset:49d72771-8d4b-4933-8c8c-022b405b2e04,49d72771-8d4b-4933-8c8c-022b405b2e04,2004 Pcg Silver Deck Kit 1st Edition Japanese Psyduck #001,https://alt.xyz/research/49d72771-8d4b-4933-8c8c-022b405b2e04,https://alt.xyz/itm/4967d023-f41b-4399-9eb9-5a44edbffefa/external,2004,Pcg Silver Deck Kit 1st Edition Japanese,001,Psyduck,,PSA,10.0,70,202,203,,26,1125.0,2026-09-05,eBay,981.07,1691.0,132.5,2026-09-13T11:13:07,,,,,,1125,2026-09-05,eBay,0,15.94,51.12,243.62,,1,2,6,,,976.21,2023-04-20,26,1
asset:49d7ab1c-bbb4-49c3-bb24-dcb303641028,49d7ab1c-bbb4-49c3-bb24-dcb303641028,2025 Black Bolt - Blk En - English Poké Ball Reverse Holo Tympole #019,https://alt.xyz/research/49d7ab1c-bbb4-49c3-bb24-dcb303641028,https://alt.xyz/itm/a1366d87-1ee5-41a6-b7c3-390316518006/external,2025,Black Bolt - Blk En - English,019,Tympole,Poké Ball Reverse Holo,PSA,10.0,2,6,,,1,46.0,2026-05-11,eBay,46.0,46.0,46.0,2026-09-11T00:19:50,,,,,,46,2026-05-11,eBay,0,,,,,0,0,1,,,46,2026-05-11,1,1
asset:49d9a68f-028e-4ef3-bf63-e728298602c4,49d9a68f-028e-4ef3-bf63-e728298602c4,2023 Pokemon Scarlet and Violet High Class Pack Shiny Treasure Ex Japanese Mimikyu #265,https://alt.xyz/research/49d9a68f-028e-4ef3-bf63-e728298602c4,https://alt.xyz/itm/0b2f747c-2920-4b81-b024-f8616d159f70/external,2023,Pokemon Scarlet and Violet High Class Pack Shiny Treasure Ex Japanese,265,Mimikyu,,PSA,10.0,1142,1346,2201,,173,80.0,2026-09-11,eBay,74.67,152.5,13.5,2026-09-12T09:55:17,,,,,,80,2026-09-11,eBay,0,-29.81,-51.33,73.85,,8,13,52,,,73,2024-01-17,172,1
asset:49da0b12-4e71-45d6-90fc-bcbfca940bee,49da0b12-4e71-45d6-90fc-bcbfca940bee,2023 Pokemon Sword and Shield Crown Zenith Emolga #47,https://alt.xyz/research/49da0b12-4e71-45d6-90fc-bcbfca940bee,,2023,Pokemon Sword and Shield Crown Zenith,47,Emolga,,PSA,10.0,1,3,,,1,39.99,2026-02-23,eBay,39.99,39.99,39.99,2026-09-11T00:55:24,,,,,,39.99,2026-02-23,eBay,0,,,,,0,0,1,,,,2026-02-23,1,1
asset:49e00fa0-830d-4236-ad8e-49f2daecf590,49e00fa0-830d-4236-ad8e-49f2daecf590,2020 Pokemon Sun and Moon Double Burst Set B Thai Lucario/Melmetal Gx #196,https://alt.xyz/research/49e00fa0-830d-4236-ad8e-49f2daecf590,,2020,Pokemon Sun and Moon Double Burst Set B Thai,196,Lucario/Melmetal Gx,,PSA,10.0,1,1,2,,1,40.0,2025-04-06,eBay,40.0,40.0,40.0,2026-09-13T12:47:50,,,,,,40,2025-04-06,eBay,0,,,,,0,0,0,,,,2025-04-06,1,1
asset:49e01a70-fe22-4fc6-a0bf-8e0945d25746,49e01a70-fe22-4fc6-a0bf-8e0945d25746,2004 Pokemon Ex Fire Red Leaf Green Ponyta #76,https://alt.xyz/research/49e01a70-fe22-4fc6-a0bf-8e0945d25746,,2004,Pokemon Ex Fire Red Leaf Green,76,Ponyta,,PSA,10.0,8,28,,,4,60.49,2026-01-23,eBay,45.16,60.49,25.99,2026-09-10T23:32:49,,,,,,60.49,2026-01-23,eBay,0,,,,,0,0,1,,,,2023-12-03,4,1
asset:49e031b1-dc9c-46ee-a26b-057561572b7c,49e031b1-dc9c-46ee-a26b-057561572b7c,2003 Skyridge English Kadabra #69,https://alt.xyz/research/49e031b1-dc9c-46ee-a26b-057561572b7c,,2003,Skyridge,69,Kadabra,English,PSA,10.0,94,224,,,36,373.05,2026-08-08,eBay,303.35,373.05,31.0,2026-09-10T22:56:53,,,,,,373.05,2026-08-08,eBay,0,,40.25,145.45,,0,2,6,,,269.99,2021-03-07,36,1
asset:49e4dceb-8c4f-4bdc-8404-f95c2d4190bf,49e4dceb-8c4f-4bdc-8404-f95c2d4190bf,2025 Pokemon Mega Expansion Pack Mega Symphonia Japanese Art Rare Shuckle #064,https://alt.xyz/research/49e4dceb-8c4f-4bdc-8404-f95c2d4190bf,https://alt.xyz/itm/45191841-34c3-4e4b-abe7-5f46e795f6f3/external,2025,Pokemon Mega Expansion Pack Mega Symphonia Japanese,064,Shuckle,Art Rare,PSA,10.0,5089,5980,,,111,49.99,2026-09-09,eBay,40.33,71.5,22.01,2026-09-10T21:50:21,,,,,,49.99,2026-09-09,eBay,0,-20,-20,,,16,42,110,,,36,2025-10-02,110,1
asset:49e95d33-a656-488d-8471-eee30838acb5,49e95d33-a656-488d-8471-eee30838acb5,2023 Zenith Pokemon Sword and Shield Crown German Galarian Gallery Origin Forme Palkia Vstar Ggs #GG67,https://alt.xyz/research/49e95d33-a656-488d-8471-eee30838acb5,,2023,Zenith,GG67,Origin Forme Palkia Vstar Ggs,Pokemon Sword and Shield Crown  German Galarian Gallery,PSA,10.0,,,28,,0,,,,,,,2026-09-13T11:52:57,,,,,,,,,0,,,,,0,0,0,,,,,0,0
asset:49eb401f-9719-4fd6-8140-8d4faba704e0,49eb401f-9719-4fd6-8140-8d4faba704e0,2021 Pokemon Sword and Shield Fusion Strike Pansage #7,https://alt.xyz/research/49eb401f-9719-4fd6-8140-8d4faba704e0,https://alt.xyz/itm/6acd122f-3cda-452c-b1aa-699e3fe316e8/external,2021,Pokemon Sword and Shield Fusion Strike,7,Pansage,,PSA,10.0,3,5,,,2,59.99,2026-06-01,eBay,52.49,59.99,44.99,2026-09-11T00:39:45,,,,,,59.99,2026-06-01,eBay,0,,,,,0,0,2,,,52.49,2026-06-01,2,1
asset:49ebbe39-8255-47fc-ad97-f1a1264004dd,49ebbe39-8255-47fc-ad97-f1a1264004dd,2011 Pokemon Dark Rush 1st Edition Japanese Aerodactyl #39,https://alt.xyz/research/49ebbe39-8255-47fc-ad97-f1a1264004dd,,2011,Pokemon Dark Rush 1st Edition Japanese,39,Aerodactyl,,PSA,10.0,5,9,,,2,105.0,2026-05-28,eBay,91.88,105.0,78.77,2026-09-11T00:30:14,,,,,,105,2026-05-28,eBay,0,,,,,0,0,2,,,91.88,2026-05-03,2,1
